#NAME?,Name,Symbol,Rank,Price Usd,Price Btc,24h Volume Usd,Market Cap Usd,Available Supply,Total Supply,Max Supply,Percent Change 1h,Percent Change 24h,Percent Change 7d,Last Updated,24h Volume Btc,Market Cap Btc
bitcoin,Bitcoin,BTC,1,8306.69,1.0,5010630000.0,141568525343,17042712.0,17042712.0,21000000.0,-0.17,2.19,-2.11,1526748272,603204.164354,17042712.0
ethereum,Ethereum,ETH,2,704.88,0.0848569045,2103080000.0,70160750450.0,99535737.0,99535737.0,,-0.45,3.63,4.35,1526748257,253179.064104,8446295.0
ripple,Ripple,XRP,3,0.680318,0.0000819000,285390000.0,26661640812.0,39189968239.0,99992233977.0,100000000000,-0.22,1.96,-1.36,1526748241,34356.6450656,3209659.0
bitcoin-cash,Bitcoin Cash,BCH,4,1183.64,0.1424923766,671434000.0,20283402474.0,17136463.0,17136463.0,21000000.0,-0.49,1.05,-17.86,1526748253,80830.5113108,2441815.0
eos,EOS,EOS,5,13.0886,0.0015756697,1131640000.0,11347212707.0,866953892.0,900000000.0,1000000000.0,-0.63,4.72,-6.7,1526748253,136232.362108,1366033.0
litecoin,Litecoin,LTC,6,136.301,0.0164085815,329233000.0,7715016560.0,56602788.0,56602788.0,84000000.0,-0.19,2.64,-3.09,1526748241,39634.6799989,928771.0
cardano,Cardano,ADA,7,0.245911,0.0000296040,62854700.0,6375751843.0,25927070538.0,31112483745.0,45000000000.0,-0.13,2.64,-8.42,1526748256,7566.75643367,767544.0
stellar,Stellar,XLM,8,0.322979,0.0000388818,29215600.0,5999998858.0,18577055653.0,103946502380,,-0.01,4.28,-5.09,1526748245,3517.11692624,722309.0
iota,IOTA,MIOTA,9,1.786,0.0002150074,50673600.0,4964241085.0,2779530283.0,2779530283.0,2779530283.0,-0.67,3.82,-5.2,1526748252,6100.33599424,597620.0
tron,TRON,TRX,10,0.0692528,0.0000083370,229674000.0,4553240826.0,65748111645.0,100000000000,,-0.47,2.42,2.67,1526748255,27649.2802789,548141.0
neo,NEO,NEO,11,60.0829,0.0072330736,89793600.0,3905388500.0,65000000.0,100000000.0,100000000.0,-0.19,3.6,-7.0,1526748248,10809.7930704,470150.0
monero,Monero,XMR,12,199.238,0.0239852456,44871700.0,3197181704.0,16047048.0,16047048.0,,-0.31,2.82,-0.71,1526748243,5401.87487435,384892.0
dash,Dash,DASH,13,390.462,0.0470057267,98837700.0,3154783974.0,8079618.0,8079618.0,18900000.0,-0.56,1.59,-2.26,1526748242,11898.5660955,379788.0
nem,NEM,XEM,14,0.311718,0.0000375261,12320600.0,2805462000.0,8999999999.0,8999999999.0,,0.26,3.12,-4.46,1526748245,1483.21413222,337735.0
tether,Tether,USDT,15,1.00267,0.0001207063,2724100000.0,2513834879.0,2507140814.0,2830109970.0,,0.09,0.12,0.06,1526748246,327940.491339,302628.0
vechain,VeChain,VEN,16,4.38924,0.0005283982,79268700.0,2308928089.0,526042798.0,873378637.0,,-0.12,1.95,-3.54,1526748254,9542.75409339,277960.0
ethereum-classic,Ethereum Classic,ETC,17,17.7352,0.0021350502,162190000.0,1804635309.0,101754438.0,101754438.0,,-0.77,0.29,-0.47,1526748248,19525.2260527,217251.0
bytecoin-bcn,Bytecoin,BCN,18,0.00893667,0.0000010758,18560800.0,1643368547.0,183890481254,183890481254,184470000000,-0.37,-0.7,-4.31,1526748243,2234.43995141,197837.0
binance-coin,Binance Coin,BNB,19,14.0953,0.0016968612,146041000.0,1607446196.0,114041290.0,194972068.0,,-1.63,-3.67,10.39,1526748253,17581.1303901,193512.0
qtum,Qtum,QTUM,20,16.109,0.0019392803,127572000.0,1427365717.0,88606724.0,100606724.0,,-0.5,4.16,-0.15,1526748251,15357.741772,171833.0
zcash,Zcash,ZEC,21,352.062,0.0423829468,171637000.0,1391003563.0,3951019.0,3951019.0,,-0.5,0.45,44.15,1526748249,20662.5021519,167456.0
icon,ICON,ICX,22,3.56798,0.0004295309,22699900.0,1381633707.0,387231348.0,400228740.0,,-0.03,1.88,-8.95,1526748257,2732.72506859,166328.0
omisego,OmiseGO,OMG,23,12.7552,0.0015355334,33907700.0,1301573156.0,102042552.0,140245398.0,,-0.12,4.01,-6.28,1526748253,4081.97489012,156690.0
lisk,Lisk,LSK,24,10.7324,0.0012920188,15068800.0,1138244980.0,106056891.0,121306728.0,,0.33,4.09,5.13,1526748247,1814.05589952,137028.0
zilliqa,Zilliqa,ZIL,25,0.144056,0.0000173422,53888700.0,1049730591.0,7286961952.0,12600000000.0,,-0.41,7.86,-18.21,1526748262,6487.38546882,126372.0
bitcoin-gold,Bitcoin Gold,BTG,26,53.5697,0.0064489827,15675100.0,911448193.0,17014249.0,17114249.0,21000000.0,-0.19,2.13,-5.61,1526748258,1887.04526111,109725.0
aeternity,Aeternity,AE,27,3.85301,0.0004638442,20066900.0,897830209.0,233020472.0,273685830.0,,-0.04,2.04,0.29,1526748251,2415.75164115,108085.0
ontology,Ontology,ONT,28,7.29617,0.0008783487,62850300.0,836411776.0,114637101.0,1000000000.0,,-1.86,9.82,1.4,1526748263,7566.22674013,100691.0
verge,Verge,XVG,29,0.0535311,0.0000064443,11413600.0,802719860.0,14995392594.0,14995392594.0,16555000000.0,-0.35,2.89,-8.11,1526748252,1374.02503284,96635.0
steem,Steem,STEEM,30,3.06313,0.0003687546,11024000.0,785607320.0,256472079.0,273446173.0,,0.22,2.71,10.41,1526748247,1327.1230779,94575.0
decred,Decred,DCR,31,104.155,0.0125386887,14022200.0,744264853.0,7145743.0,7565743.0,21000000.0,0.55,8.78,23.43,1526748247,1688.06106885,89598.0
nano,Nano,NANO,32,5.5564,0.0006689066,7820480.0,740380794.0,133248289.0,133248289.0,133248290.0,-0.9,1.87,-11.86,1526748250,941.467660404,89131.0
0x,0x,ZRX,33,1.39333,0.0001677359,13344600.0,736900296.0,528877076.0,1000000000.0,,1.94,10.99,-15.5,1526748254,1606.48826428,88712.0
populous,Populous,PPT,34,18.8639,0.0022709286,38342900.0,698040263.0,37004027.0,53252246.0,53252246.0,2.51,12.36,20.9,1526748252,4615.90597458,84034.0
bitshares,BitShares,BTS,35,0.262851,0.0000316433,14113700.0,690199413.0,2625820000.0,2625820000.0,3600570502.0,0.86,6.24,11.75,1526748243,1699.0762867,83090.0
siacoin,Siacoin,SC,36,0.0192406,0.0000023163,9590840.0,664330962.0,34527559550.0,34527559550.0,,-0.59,3.3,-5.9,1526748246,1154.59226238,79975.0
wanchain,Wanchain,WAN,37,6.04683,0.000727947,6809900.0,641886077.0,106152493.0,210000000.0,,-0.33,2.82,-12.77,1526748264,819.809093634,77273.0
bytom,Bytom,BTM,38,0.621015,0.0000747608,55878000.0,612941805.0,987000000.0,1407000000.0,,0.35,1.33,-1.7,1526748253,6726.86713962,73789.0
augur,Augur,REP,39,54.4362,0.0065532962,10181100.0,598798200.0,11000000.0,11000000.0,,0.07,2.73,5.28,1526748246,1225.65065026,72086.0
waves,Waves,WAVES,40,5.9616,0.0007176866,33215100.0,596160000.0,100000000.0,100000000.0,,-0.54,0.63,-3.33,1526748247,3998.59631213,71769.0
bitcoin-diamond,Bitcoin Diamond,BCD,41,3.77057,0.0004539197,2137770.0,579581856.0,153712000.0,156712000.0,210000000.0,0.03,2.42,-1.22,1526748259,257.355216097,69773.0
stratis,Stratis,STRAT,42,5.80379,0.0006986886,5511860.0,573772431.0,98861680.0,98861680.0,,-0.1,2.01,-3.87,1526748248,663.544685067,69074.0
maker,Maker,MKR,43,900.165,0.1083662686,142074.0,556507001.0,618228.0,1000000.0,,-1.55,2.41,-3.24,1526748249,17.1035635133,66995.0
rchain,RChain,RHOC,44,1.54073,0.0001854806,707784.0,554898284.0,360152839.0,870663574.0,1000000000.0,-0.93,3.01,-3.55,1526748257,85.2065022289,66801.0
dogecoin,Dogecoin,DOGE,45,0.00425406,0.0000005121,13073800.0,487109106.0,114504521754,114504521754,,-0.41,4.01,-1.42,1526748247,1573.88803482,58641.0
bitcoin-private,Bitcoin Private,BTCP,46,22.3428,0.0026897356,404664.0,456629386.0,20437429.0,20437429.0,21000000.0,-0.25,4.07,-7.05,1526748263,48.7154329823,54971.0
golem-network-tokens,Golem,GNT,47,0.520733,0.0000626884,8856690.0,434740194.0,834862000.0,1000000000.0,,-0.6,1.9,-7.91,1526748249,1066.21169202,52336.0
iostoken,IOStoken,IOST,48,0.0501359,0.0000060356,33485100.0,421141560.0,8400000000.0,21000000000.0,,-0.54,3.84,-9.35,1526748261,4031.10023367,50699.0
digixdao,DigixDAO,DGD,49,201.854,0.0243001725,3511690.0,403708000.0,2000000.0,2000000.0,,3.68,3.34,4.35,1526748247,422.754430465,48600.0
status,Status,SNT,50,0.115109,0.0000138574,29234000.0,399483918.0,3470483788.0,6804870174.0,,-0.54,2.94,-6.4,1526748252,3519.3320083,48092.0
hshare,Hshare,HSR,51,9.13172,0.0010993211,40150800.0,392697869.0,43003713.0,43003713.0,84000000.0,-0.13,3.36,-1.0,1526748254,4833.5498255,47275.0
aion,Aion,AION,52,2.60532,0.0003136412,2561550.0,390086766.0,149727007.0,465934587.0,,-0.21,3.2,-11.21,1526748256,308.371926724,46961.0
digibyte,DigiByte,DGB,53,0.037169,0.0000044746,2582390.0,381852394.0,10273410477.0,10273410477.0,21000000000.0,0.56,6.95,-4.41,1526748245,310.880747927,45969.0
waltonchain,Waltonchain,WTC,54,12.0021,0.0014448715,6686230.0,373794596.0,31144099.0,70000000.0,100000000.0,-0.92,4.86,-4.94,1526748254,804.921093721,44999.0
loopring,Loopring,LRC,55,0.636693,0.0000766482,24225200.0,364235539.0,572074043.0,1374956262.0,,-0.4,-0.7,2.1,1526748254,2916.3481483,43848.0
mixin,Mixin,XIN,56,838.141,0.1008995159,342474.0,355367243.0,423995.0,1000000.0,,1.46,2.98,-6.68,1526748261,41.2286963881,42781.0
waykichain,WaykiChain,WICC,57,2.42966,0.0002924944,24764000.0,353272564.0,145400000.0,210000000.0,,2.96,16.74,6.55,1526748260,2981.2115295,42529.0
basic-attention-token,Basic Attention Token,BAT,58,0.348666,0.0000419741,2922460.0,348666000.0,1000000000.0,1500000000.0,,-0.45,-2.03,-1.34,1526748251,351.820039029,41974.0
nebulas-token,Nebulas,NAS,59,7.53078,0.0009065922,42165700.0,342650490.0,45500000.0,100000000.0,100000000.0,4.32,6.85,-5.01,1526748254,5076.1133496,41250.0
komodo,Komodo,KMD,60,3.25651,0.0003920346,3115050.0,338870459.0,104059395.0,104059395.0,,-0.92,6.81,4.78,1526748250,375.004965877,40795.0
aelf,aelf,ELF,61,1.31374,0.0001581545,88270100.0,328435000.0,250000000.0,280000000.0,1000000000.0,-0.78,15.39,-0.17,1526748260,10626.3866835,39539.0
ark,Ark,ARK,62,3.0999,0.0003731811,2382810.0,318207891.0,102651018.0,133901018.0,,0.11,3.46,-4.36,1526748250,286.854330666,38307.0
ardor,Ardor,ARDR,63,0.300704,0.0000362002,978342.0,300403144.0,998999495.0,998999495.0,998999495.0,-0.61,1.23,-0.72,1526748248,117.777598538,36164.0
loom-network,Loom Network,LOOM,64,0.489163,0.0000588878,4564370.0,284781951.0,582182116.0,1000000000.0,,0.56,6.36,-1.84,1526748263,549.481201297,34283.0
polymath-network,Polymath,POLY,65,1.00147,0.0001205619,5335090.0,276826444.0,276420107.0,1000000000.0,,4.44,15.13,11.96,1526748263,642.264247251,33326.0
dentacoin,Dentacoin,DCN,66,0.000849091,0.0000001022,320125.0,276146990.0,325226613094,1963173416169,8000000000000,-0.56,2.65,-10.92,1526748254,38.538214379,33244.0
pivx,PIVX,PIVX,67,4.81958,0.0005802046,1544590.0,271174675.0,56265209.0,56265209.0,,0.5,1.45,-10.2,1526748247,185.945304327,32645.0
fusion,Fusion,FSN,68,8.635,0.0010395236,10101500.0,256324200.0,29684331.0,57344000.0,,-1.47,12.26,21.42,1526748263,1216.06801265,30858.0
cortex,Cortex,CTXC,69,1.66878,0.0002008959,70821000.0,249970658.0,149792458.0,299792458.0,,-0.14,10.04,24.93,1526748265,8525.7786194,30093.0
kyber-network,Kyber Network,KNC,70,1.82478,0.0002196759,19417500.0,244762663.0,134132697.0,215625349.0,,-1.43,4.39,-8.77,1526748255,2337.5736906,29466.0
bancor,Bancor,BNT,71,4.7208,0.000568313,11149900.0,244680274.0,51830256.0,75906560.0,,-0.6,3.82,6.91,1526748252,1342.27953613,29456.0
elastos,Elastos,ELA,72,45.0293,0.0054208475,13724400.0,234014735.0,5196944.0,33534329.0,,0.94,1.98,-2.84,1526748262,1652.21044724,28172.0
ethos,Ethos,ETHOS,73,3.04976,0.000367145,6610580.0,233765726.0,76650532.0,222295208.0,,0.99,10.73,-5.16,1526748253,795.813976445,28142.0
huobi-token,Huobi Token,HT,74,4.66496,0.0005615907,216365000.0,233248933.0,50000200.0,500000000.0,,-0.53,-5.53,34.41,1526748263,26047.0777169,28080.0
gas,Gas,GAS,75,23.0229,0.0027716094,5130570.0,233184567.0,10128375.0,17190378.0,100000000.0,-0.1,5.26,-9.08,1526748252,617.643128611,28072.0
funfair,FunFair,FUN,76,0.047874,0.0000057633,6605500.0,232603220.0,4858654389.0,10999873621.0,,-0.64,3.22,7.43,1526748252,795.202421181,28002.0
syscoin,Syscoin,SYS,77,0.429035,0.0000516493,2633970.0,229056740.0,533888237.0,533888237.0,888000000.0,0.11,1.78,9.35,1526748245,317.09020079,27575.0
mithril,Mithril,MITH,78,0.747152,0.0000899458,34217700.0,228940091.0,306417022.0,1000000000.0,,-0.74,1.99,-38.72,1526748264,4119.29420744,27561.0
cryptonex,Cryptonex,CNX,79,4.88914,0.0005885786,1582110.0,221375049.0,45278934.0,106716560.0,210000000.0,-2.62,-4.33,-13.95,1526748257,190.462145572,26650.0
reddcoin,ReddCoin,RDD,80,0.00756207,0.0000009104,3659510.0,217853506.0,28808713174.0,28808713174.0,,-0.36,1.24,1.52,1526748245,440.549725583,26226.0
monacoin,MonaCoin,MONA,81,3.63896,0.0004380758,2178920.0,216399762.0,59467475.0,59467475.0,,-0.23,1.54,-8.45,1526748248,262.309054509,26051.0
substratum,Substratum,SUB,82,0.551569,0.0000664006,5458540.0,211262510.0,383021000.0,472000000.0,,-1.02,0.98,-4.89,1526748258,657.125762488,25433.0
gxchain,GXChain,GXS,83,3.51722,0.0004234202,16552000.0,211033200.0,60000000.0,100000000.0,100000000.0,-1.17,-1.08,-6.99,1526748252,1992.61077517,25405.0
skycoin,Skycoin,SKY,84,23.0968,0.0027805058,974512.0,207854432.0,8999274.0,25000000.0,100000000.0,0.93,3.87,0.98,1526748251,117.316524392,25023.0
qash,QASH,QASH,85,0.590148,0.0000710449,1160830.0,206551800.0,350000000.0,1000000000.0,,-0.37,5.0,-6.04,1526748258,139.746397181,24866.0
centrality,Centrality,CENNZ,86,0.263631,0.0000317372,192178.0,189323126.0,718136813.0,1200000000.0,,-0.38,3.55,-19.1,1526748264,23.1353282715,22792.0
veritaseum,Veritaseum,VERI,87,92.8907,0.0111826371,783047.0,189185421.0,2036645.0,100000000.0,,-0.05,3.0,6.49,1526748251,94.2670305501,22775.0
cybermiles,CyberMiles,CMT,88,0.290219,0.0000349380,104391000.0,183963954.0,633879774.0,1000000000.0,,-0.07,-1.14,15.76,1526748259,12567.0995306,22146.0
storm,Storm,STORM,89,0.044307,0.0000053339,21369000.0,182987416.0,4129988854.0,10000000000.0,,-0.11,-0.44,7.9,1526748260,2572.50481239,22029.0
dragonchain,Dragonchain,DRGN,90,0.758063,0.0000912593,2287510.0,180738851.0,238421940.0,433494437.0,,-0.17,6.07,-10.07,1526748259,275.381650212,21758.0
enigma-project,Enigma,ENG,91,2.41465,0.0002906874,3994660.0,180703161.0,74836171.0,150000000.0,,-0.25,3.35,-2.87,1526748256,480.896723003,21754.0
rlc,iExec RLC,RLC,92,2.20851,0.0002658712,11239300.0,176837148.0,80070793.0,86999785.0,,-1.45,13.47,33.34,1526748251,1353.04194571,21289.0
kin,Kin,KIN,93,0.000230847,0.0000000278,690589.0,174542854.0,756097560976,10000000000000,,-0.2,2.91,22.43,1526748255,83.1364839665,21012.0
zcoin,ZCoin,XZC,94,36.3612,0.0043773392,1372520.0,173955761.0,4784104.0,4784104.0,21400000.0,1.56,5.56,0.21,1526748249,165.230675516,20942.0
nuls,Nuls,NULS,95,4.2903,0.0005164873,5159650.0,171612000.0,40000000.0,40000000.0,,-1.25,2.51,-0.43,1526748258,621.143921345,20659.0
salt,SALT,SALT,96,2.79314,0.0003362519,4492570.0,164467190.0,58882544.0,120000000.0,,-0.05,1.59,-1.54,1526748255,540.837565866,19799.0
gifto,Gifto,GTO,97,0.309246,0.0000372285,8151390.0,162407489.0,525172482.0,1000000000.0,,1.15,4.58,-2.96,1526748259,981.304225871,19551.0
matrix-ai-network,Matrix AI Network,MAN,98,1.08234,0.0001302974,9090720.0,162351000.0,150000000.0,250000000.0,1000000000.0,-1.86,-5.91,-8.51,1526748262,1094.3853689,19545.0
chainlink,ChainLink,LINK,99,0.460693,0.0000554605,1209950.0,161242550.0,350000000.0,1000000000.0,,-0.6,4.25,-0.31,1526748255,145.659703203,19411.0
nxt,Nxt,NXT,100,0.160651,0.0000193400,2752530.0,160490340.0,998999942.0,998999942.0,1000000000.0,-0.6,3.6,-6.76,1526748241,331.363033892,19321.0
electroneum,Electroneum,ETN,101,0.0228196,0.0000027471,627848.0,160244339.0,7022223843.0,7022223843.0,21000000000.0,-1.24,2.04,-7.44,1526748257,75.5834152954,19291.0
wax,WAX,WAX,102,0.253838,0.0000305583,2298470.0,158607376.0,624837005.0,1850000000.0,,-0.4,1.31,1.47,1526748260,276.701068657,19094.0
maidsafecoin,MaidSafeCoin,MAID,103,0.349815,0.0000421124,1452120.0,158309622.0,452552412.0,452552412.0,,-2.45,5.28,-3.99,1526748243,174.813313125,19058.0
holo,Holo,HOT,104,0.00118135,0.0000001422,2864420.0,157373038.0,133214575156,177619433541,,-0.34,8.3,-10.95,1526748265,344.832899747,18945.0
power-ledger,Power Ledger,POWR,105,0.413151,0.0000497371,6045540.0,153950681.0,372625702.0,1000000000.0,,-0.26,1.03,2.21,1526748257,727.791695609,18533.0
deepbrain-chain,DeepBrain Chain,DBC,106,0.100712,0.0000121242,2210730.0,151068000.0,1500000000.0,10000000000.0,10000000000.0,0.26,7.7,16.22,1526748260,266.138498006,18186.0
revain,Revain,R,107,0.799758,0.0000962788,2934780.0,149114879.0,186450000.0,484450000.0,484450000.0,-1.81,-2.63,-9.86,1526748258,353.30318093,17951.0
factom,Factom,FCT,108,16.9721,0.0020431845,1595140.0,148422746.0,8745102.0,8745102.0,,-0.23,-1.74,-9.05,1526748246,192.030760748,17868.0
monaco,Monaco,MCO,109,9.18491,0.0011057244,21092900.0,145064917.0,15793831.0,31587682.0,,-0.17,3.04,4.83,1526748253,2539.26654299,17464.0
theta-token,Theta Token,THETA,110,0.226227,0.0000272343,9681300.0,142205405.0,628596079.0,1000000000.0,,-1.01,3.58,26.97,1526748261,1165.48227995,17119.0
paypex,Paypex,PAYX,111,2.07228,0.0002494712,4258.41,141803568.0,68428768.0,150000000.0,,-0.73,4.49,46.59,1526748259,0.5126482389,17071.0
true-chain,True Chain,TRUE,112,3.02995,0.0003647602,231999000.0,140737345.0,46448735.0,100000000.0,,1.52,1.32,32.21,1526748262,27929.1751588,16943.0
all-sports,All Sports,SOC,113,0.188241,0.0000226614,17590900.0,139910476.0,743251871.0,1500000000.0,,-1.89,6.32,-0.76,1526748262,2117.67864215,16843.0
neblio,Neblio,NEBL,114,10.6286,0.0012795229,15858500.0,139346298.0,13110504.0,13874689.0,,-0.29,1.27,-14.32,1526748255,1909.12385078,16775.0
nucleus-vision,Nucleus Vision,NCASH,115,0.0333254,0.0000040119,2682320.0,138431590.0,4153936344.0,10000000000.0,,-0.03,3.57,-5.59,1526748263,322.910810443,16665.0
tenx,TenX,PAY,116,1.26895,0.0001527624,7925250.0,138321591.0,109004761.0,205218256.0,,-0.28,-1.31,8.34,1526748252,954.080385809,16652.0
byteball,Byteball Bytes,GBYTE,117,209.998,0.0252805871,358736.0,135647371.0,645946.0,1000000.0,,0.13,2.51,-5.1,1526748249,43.1863955438,16330.0
bnktothefuture,BnkToTheFuture,BFT,118,0.21512,0.0000258972,3531650.0,135523470.0,629990099.0,1000000000.0,,-0.21,0.03,-5.56,1526748264,425.157312961,16315.0
nexo,Nexo,NEXO,119,0.241248,0.0000290426,7035310.0,135098882.0,560000010.0,1000000000.0,,-1.51,13.71,-22.4,1526748265,846.945052723,16264.0
quantstamp,Quantstamp,QSP,120,0.213789,0.0000257370,15923300.0,131974979.0,617314171.0,976442388.0,,-1.09,4.5,19.71,1526748259,1916.92479194,15888.0
emercoin,Emercoin,EMC,121,3.14747,0.0003789078,811770.0,131434231.0,41758692.0,41758692.0,,0.96,2.54,3.28,1526748243,97.7248458772,15823.0
request-network,Request Network,REQ,122,0.187233,0.0000225400,1319350.0,129745212.0,692961242.0,999999730.0,,-0.48,3.67,-7.09,1526748257,158.829810671,15619.0
decentraland,Decentraland,MANA,123,0.121567,0.0000146348,4171390.0,127662553.0,1050141509.0,2644403343.0,,0.73,4.72,0.36,1526748258,502.172345423,15369.0
achain,Achain,ACT,124,0.252929,0.0000304488,25199700.0,122720451.0,485197232.0,1000000000.0,1000000000.0,-0.23,-0.83,-11.35,1526748255,3033.66322807,14774.0
bitcoindark,BitcoinDark,BTCD,125,93.7569,0.0112869145,154025.0,120839723.0,1288862.0,1288862.0,,-0.24,5.72,0.11,1526748243,18.5422833884,14547.0
bottos,Bottos,BTO,126,0.251421,0.0000302673,3104240.0,120114990.0,477744461.0,1000000000.0,,-0.47,10.08,-4.7,1526748261,373.703605166,14460.0
dropil,Dropil,DROP,127,0.00634156,0.0000007634,74073.4,120086860.0,18936485595.0,30000000000.0,,-0.61,3.08,7.45,1526748264,8.9173184506,14457.0
storj,Storj,STORJ,128,0.877818,0.000105676,6417540.0,119196746.0,135787539.0,424999998.0,,-0.38,3.38,1.31,1526748253,772.574876395,14349.0
iconomi,Iconomi,ICN,129,1.14731,0.0001381188,1021850.0,113763790.0,99156976.0,99156976.0,,-0.11,0.38,0.87,1526748248,123.015304532,13695.0
scryinfo,Scry.info,DDD,130,0.379108,0.0000456389,1129220.0,113753994.0,300056960.0,1000000000.0,,-0.73,0.57,11.38,1526748261,135.941030663,13694.0
smartcash,SmartCash,SMART,131,0.116714,0.0000140506,100502.0,113257134.0,970381733.0,1571426012.0,5000000000.0,0.76,10.06,-2.68,1526748255,12.0989226756,13634.0
arcblock,Arcblock,ABT,132,1.20479,0.0001450385,23593200.0,112282347.0,93196613.0,186000000.0,,-0.85,17.47,9.42,1526748263,2840.26489492,13517.0
cindicator,Cindicator,CND,133,0.0774771,0.0000093271,984520.0,112030073.0,1445976590.0,2000000005.0,,0.3,6.5,-1.99,1526748256,118.521336417,13487.0
particl,Particl,PART,134,12.4441,0.0014980817,1579880.0,111533752.0,8962782.0,8962782.0,,-1.03,6.18,2.13,1526748253,190.193687257,13427.0
nexus,Nexus,NXS,135,1.94279,0.0002338826,323958.0,111388035.0,57334058.0,57334058.0,,0.16,1.96,-6.32,1526748244,38.99964968,13409.0
poa-network,POA Network,POA,136,0.543014,0.0000653707,3576550.0,111120388.0,204636323.0,255128483.0,,-0.07,9.93,-15.64,1526748263,430.562594728,13377.0
zencash,ZenCash,ZEN,137,28.4634,0.0034265634,233338.0,110330187.0,3876213.0,3876213.0,21000000.0,-0.08,1.74,-10.88,1526748251,28.0903705327,13282.0
asch,Asch,XAS,138,1.18131,0.0001422119,6635830.0,110281586.0,93355331.0,114855331.0,,-0.29,14.0,29.4,1526748250,798.853695034,13276.0
time-new-bank,Time New Bank,TNB,139,0.0466194,0.0000056123,11614500.0,110100090.0,2361679677.0,5541679677.0,,-1.64,4.02,8.08,1526748259,1398.21035816,13254.0
credits,Credits,CS,140,0.788064,0.0000948710,2853500.0,108507498.0,137688688.0,249471071.0,,-2.24,-1.44,-6.35,1526748263,343.518296698,13063.0
bibox-token,Bibox Token,BIX,141,1.02607,0.0001235233,10230700.0,107062674.0,104342466.0,269944749.0,,-6.74,-10.47,39.46,1526748260,1231.62174103,12889.0
civic,Civic,CVC,142,0.312225,0.0000375872,6469190.0,106999497.0,342699966.0,1000000000.0,,-0.7,-1.15,-12.29,1526748257,778.7927562,12881.0
enjin-coin,Enjin Coin,ENJ,143,0.140079,0.0000168634,4108240.0,105926694.0,756192535.0,1000000000.0,,0.15,6.96,2.2,1526748257,494.57003933,12752.0
aragon,Aragon,ANT,144,4.01171,0.0004829493,273202.0,105786794.0,26369502.0,39609524.0,,-0.5,1.52,-7.1,1526748251,32.8893939704,12735.0
delphy,Delphy,DPY,145,2.61659,0.0003149979,3911260.0,104772640.0,40041673.0,100000000.0,,0.34,22.27,18.98,1526748259,470.856622794,12613.0
game,Game.com,GTC,146,0.16996,0.0000204606,4757640.0,102511092.0,603148343.0,2000000000.0,,-1.05,0.58,1.05,1526748261,572.747989873,12341.0
vertcoin,Vertcoin,VTC,147,2.26738,0.0002729583,937673.0,100396866.0,44278800.0,44278800.0,84000000.0,0.8,4.55,7.0,1526748242,112.88166526,12086.0
high-performance-blockchain,High Performance Blockchain,HPB,148,3.37868,0.000406742,6772780.0,100355688.0,29702632.0,100000000.0,,-0.52,2.99,0.05,1526748261,815.340406347,12081.0
gnosis-gno,Gnosis,GNO,149,90.4597,0.0108899814,536687.0,99920880.0,1104590.0,10000000.0,,-0.17,3.04,-2.39,1526748251,64.6090079201,12029.0
iht-real-estate-protocol,IHT Real Estate Protocol,IHT,150,0.197718,0.0000238023,11206100.0,98481341.0,498089909.0,1000000000.0,,0.27,10.68,19.31,1526748263,1349.04516721,11856.0
sonm,SONM,SNM,151,0.272176,0.0000327659,1843870.0,97874490.0,359600000.0,444000000.0,,0.71,1.69,-20.11,1526748252,221.974095578,11783.0
smartmesh,SmartMesh,SMT,152,0.0684303,0.0000082380,3132360.0,96741057.0,1413716694.0,3141592653.0,,-2.27,-2.45,-13.17,1526748259,377.088828402,11646.0
sophiatx,SophiaTX,SPHTX,153,0.49815,0.0000599697,972826.0,95650662.0,192011767.0,350000000.0,,0.37,-2.78,-0.97,1526748261,117.11355546,11515.0
blocknet,Blocknet,BLOCK,154,18.2046,0.0021915589,212299.0,93722040.0,5148261.0,5148261.0,,-2.4,6.08,29.52,1526748244,25.5575927355,11283.0
ruff,Ruff,RUFF,155,0.101278,0.0000121923,3619990.0,93358060.0,921800000.0,1840000000.0,,0.21,3.07,-15.67,1526748262,435.792114549,11239.0
bluzelle,Bluzelle,BLZ,156,0.508268,0.0000611878,3560520.0,90942918.0,178927098.0,500000000.0,,-0.07,6.2,-15.5,1526748262,428.632824868,10948.0
singularitynet,SingularityNET,AGI,157,0.168363,0.0000202684,282625.0,90861009.0,539673260.0,1000000000.0,,0.33,0.88,-5.76,1526748261,34.0237808321,10938.0
ignis,Ignis,IGNIS,158,0.11886,0.0000143089,786976.0,90469570.0,761143950.0,999449694.0,999449694.0,-0.08,1.39,-8.2,1526748260,94.7400228009,10891.0
dew,DEW,DEW,159,0.866946,0.0001043672,514701.0,89507452.0,103244553.0,200000000.0,,-2.45,4.51,10.57,1526748260,61.9622256278,10775.0
metal,Metal,MTL,160,3.6963,0.0004449787,13761400.0,89496177.0,24212368.0,66588888.0,,-0.26,5.41,0.53,1526748253,1656.66468834,10774.0
digitalnote,DigitalNote,XDN,161,0.0129125,0.0000015545,2246950.0,89184673.0,6906847847.0,6906847847.0,,-0.02,1.18,-3.85,1526748243,270.498838888,10736.0
dent,Dent,DENT,162,0.00816887,0.0000009834,2107470.0,86710602.0,10614760961.0,100000000000,,-1.11,8.42,-2.81,1526748254,253.707553791,10439.0
